City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
188,Iqaluit,CA,2020-04-18 03:17:55,63.75,-68.51,5.0,84,90,2.24
189,Srednekolymsk,RU,2020-04-18 03:22:36,67.45,153.68,5.32,92,100,13.04
190,Pundaguitan,PH,2020-04-18 03:22:37,6.37,126.17,82.45,74,21,9.55
191,Dikson,RU,2020-04-18 03:22:37,73.51,80.55,25.12,97,91,14.9
192,Tigil,RU,2020-04-18 03:22:37,57.8,158.67,27.54,95,98,2.26
193,Mingyue,CN,2020-04-18 03:22:37,43.11,128.92,58.87,37,57,2.64
194,Lock Haven,US,2020-04-18 03:22:37,41.14,-77.45,41.74,86,100,1.07
195,Rawson,AR,2020-04-18 03:22:38,-43.3,-65.1,76.03,44,55,20.49
196,Grindavik,IS,2020-04-18 03:22:38,63.84,-22.43,42.8,87,90,29.97
197,Sidney,AU,2020-04-18 03:19:44,-33.87,151.21,73.99,37,0,9.17
198,Cairns,AU,2020-04-18 03:21:11,-16.92,145.77,88.0,74,95,8.05
199,Saldanha,ZA,2020-04-18 03:19:35,-33.01,17.94,53.6,81,8,5.82
200,Victoria,HK,2020-04-18 03:19:55,22.29,114.16,80.01,61,100,8.01
201,Hambantota,LK,2020-04-18 03:22:39,6.12,81.12,83.61,76,99,6.51
202,Severo-Kurilsk,RU,2020-04-18 03:22:40,50.68,156.12,32.92,92,8,12.95
203,Watsa,CD,2020-04-18 03:22:40,3.04,29.54,65.98,75,100,4.5
204,Brescia,IT,2020-04-18 03:22:40,45.63,10.3,52.0,63,26,1.92
205,Nova Olimpia,BR,2020-04-18 03:22:40,-14.8,-57.29,69.58,82,59,3.53
206,Castro,BR,2020-04-18 03:22:09,-24.79,-50.01,51.35,67,69,3.85
207,Ivdel,RU,2020-04-18 03:22:41,60.69,60.42,35.8,91,100,5.55
208,Tondano,ID,2020-04-18 03:22:41,1.3,124.91,86.0,70,40,5.82
209,Richards Bay,ZA,2020-04-18 03:22:41,-28.78,32.04,67.15,82,0,6.24
210,Banda Aceh,ID,2020-04-18 03:22:42,5.56,95.32,85.03,69,92,3.29
211,Lokoja,NG,2020-04-18 03:22:03,7.8,6.74,79.75,78,25,6.71
212,Apatin,RS,2020-04-18 03:22:42,45.67,18.98,51.01,75,0,1.12
213,Makat,KZ,2020-04-18 03:22:42,47.65,53.35,53.37,57,96,17.13
214,Mahebourg,MU,2020-04-18 03:22:42,-20.41,57.7,77.0,83,75,12.75
215,Hovd,MN,2020-04-18 03:22:43,48.01,91.64,45.5,35,0,3.13
216,Marzuq,YE,2020-04-18 03:22:43,14.4,46.47,72.21,50,91,5.23
217,Abha,SA,2020-04-18 03:22:43,18.22,42.51,59.0,93,0,4.7
218,Toucheng,TW,2020-04-18 03:18:04,24.86,121.82,81.0,65,100,5.88
219,Cardston,CA,2020-04-18 03:17:52,49.2,-113.3,38.79,57,100,4.03
220,Skhisma,GR,2020-04-18 03:22:44,35.27,25.72,54.0,87,100,9.17
221,Dingle,PH,2020-04-18 03:22:44,11.0,122.67,89.1,58,39,13.56
222,Moose Factory,CA,2020-04-18 03:19:22,51.26,-80.61,23.0,57,1,5.82
223,Saint-Pierre,RE,2020-04-18 03:18:47,-21.34,55.48,73.4,73,0,10.29
224,Ilulissat,GL,2020-04-18 03:22:45,69.22,-51.1,26.6,73,100,4.7
225,Pangody,RU,2020-04-18 03:22:45,65.85,74.49,36.64,97,100,17.6
226,Bethel,US,2020-04-18 03:22:45,41.37,-73.41,37.0,93,90,4.7
227,Malakal,SS,2020-04-18 03:22:45,9.53,31.66,78.6,13,69,2.46
228,Guadalupe Y Calvo,MX,2020-04-18 03:21:06,26.1,-106.97,48.88,20,13,3.8
229,Jawor,PL,2020-04-18 03:22:46,51.05,16.19,39.76,67,11,4.36
230,Acapulco,MX,2020-04-18 03:20:28,16.86,-99.89,78.8,78,5,2.39
231,Cidreira,BR,2020-04-18 03:19:53,-30.18,-50.21,64.29,87,4,2.15
232,Wichita Falls,US,2020-04-18 03:20:53,33.91,-98.49,46.99,75,1,3.36
233,Naze,JP,2020-04-18 03:22:47,28.37,129.48,73.4,69,75,8.05
234,Tysmenychany,UA,2020-04-18 03:22:47,48.77,24.67,37.92,71,16,2.95
235,Mortka,RU,2020-04-18 03:22:47,59.33,66.02,43.0,72,76,10.49
236,Kavieng,PG,2020-04-18 03:22:47,-2.57,150.8,82.98,71,60,4.41
237,Baiyin,CN,2020-04-18 03:22:48,36.56,104.21,53.6,28,13,2.24
238,Elat,IL,2020-04-18 03:22:48,29.56,34.95,62.6,61,0,6.98
239,Walvis Bay,NA,2020-04-18 03:20:35,-22.96,14.51,57.0,100,0,1.12
240,Mnogovershinnyy,RU,2020-04-18 03:22:48,53.94,139.92,24.76,89,100,6.35
241,Hasaki,JP,2020-04-18 03:17:56,35.73,140.83,57.99,100,75,28.86
242,Honningsvag,NO,2020-04-18 03:22:49,70.98,25.97,36.55,83,97,28.83
243,San Carlos De Bariloche,AR,2020-04-18 03:22:49,-41.15,-71.31,59.0,87,40,13.87
244,Asyut,EG,2020-04-18 03:22:49,27.18,31.18,60.8,72,85,11.41
245,Jadu,LY,2020-04-18 03:22:50,31.95,12.03,62.98,51,6,9.42
246,Ngunguru,NZ,2020-04-18 03:22:51,-35.62,174.5,69.01,90,11,1.99
247,Merrill,US,2020-04-18 03:22:51,45.18,-89.68,35.6,91,1,6.04
248,Vostok,RU,2020-04-18 03:22:51,46.49,135.88,48.42,51,100,2.21
249,Mocuba,MZ,2020-04-18 03:22:51,-16.84,36.99,70.12,94,54,2.28
250,Sorland,NO,2020-04-18 03:22:52,67.67,12.69,38.82,94,100,16.13
251,Tuatapere,NZ,2020-04-18 03:22:52,-46.13,167.68,60.01,51,34,8.99
252,San Quintin,MX,2020-04-18 03:18:50,30.48,-115.95,59.04,72,18,11.77
253,Martapura,ID,2020-04-18 03:22:52,-3.42,114.85,87.8,74,20,8.05
254,Nanortalik,GL,2020-04-18 03:22:53,60.14,-45.24,28.58,90,100,14.85
255,Mahon,ES,2020-04-18 03:22:53,39.89,4.27,59.0,100,100,10.29
256,Bubaque,GW,2020-04-18 03:22:53,11.28,-15.83,79.09,60,48,22.77
257,Hervey Bay,AU,2020-04-18 03:22:54,-25.3,152.85,88.0,55,80,12.75
258,Shumskiy,RU,2020-04-18 03:22:54,54.83,99.13,36.03,77,100,8.7
259,Esperance,AU,2020-04-18 03:22:54,-33.87,121.9,80.6,32,90,18.34
260,Port-Gentil,GA,2020-04-18 03:22:54,-0.72,8.78,80.08,83,100,7.2
261,Guerrero Negro,MX,2020-04-18 03:22:54,27.98,-114.06,61.3,77,0,16.4
262,Tsabong,BW,2020-04-18 03:22:55,-26.02,22.4,66.2,25,5,10.02
263,Taoudenni,ML,2020-04-18 03:22:55,22.68,-3.98,86.99,23,37,3.58
264,Agirish,RU,2020-04-18 03:22:55,61.92,63.02,35.06,88,100,6.69
265,Luderitz,NA,2020-04-18 03:22:55,-26.65,15.16,51.8,93,8,2.24
266,Ivanovka,KG,2020-04-18 03:22:56,42.89,75.08,55.4,62,0,6.71
267,Bardsir,IR,2020-04-18 03:22:56,29.92,56.57,50.0,93,20,1.19
268,San Rafael,AR,2020-04-18 03:22:56,-34.62,-68.33,68.27,38,91,10.89
269,Fukue,JP,2020-04-18 03:22:56,32.69,128.84,60.8,67,40,12.75
270,Maumere,ID,2020-04-18 03:22:57,-8.62,122.21,85.84,66,9,4.14
271,Sola,VU,2020-04-18 03:19:25,-13.88,167.55,82.06,75,89,9.42
272,Jinchang,CN,2020-04-18 03:22:57,38.5,102.17,53.73,24,100,14.05
273,Port-Cartier,CA,2020-04-18 03:22:57,50.03,-66.87,27.0,49,20,3.36
274,Sioux Lookout,CA,2020-04-18 03:22:57,50.1,-91.92,37.4,55,75,5.82
275,Mayo,US,2020-04-18 03:22:58,38.89,-76.51,53.01,62,1,3.36
276,Bengkulu,ID,2020-04-18 03:22:58,-3.8,102.27,84.81,68,77,4.85
277,Bereda,ES,2020-04-18 03:22:58,43.27,-7.54,45.0,1,3,3.85
278,Gaoua,BF,2020-04-18 03:22:58,10.3,-3.25,84.78,53,73,10.94
279,Shanting,CN,2020-04-18 03:22:59,35.08,117.46,64.74,37,82,9.24
280,Geraldton,AU,2020-04-18 03:20:14,-28.77,114.6,86.0,35,58,4.7
281,Moncton,CA,2020-04-18 03:23:02,46.12,-64.8,30.2,63,75,6.93
282,Leeton,AU,2020-04-18 03:23:03,-34.57,146.4,64.99,52,6,9.17
283,Butterworth,MY,2020-04-18 03:23:03,5.4,100.36,89.6,70,20,2.24
284,Wanning,CN,2020-04-18 03:23:03,18.8,110.4,80.08,81,98,8.3
285,Vila Velha,BR,2020-04-18 03:23:04,-20.33,-40.29,75.2,78,90,11.41
286,Darhan,MN,2020-04-18 03:23:04,49.49,105.92,48.81,38,32,5.99
287,Nichinan,JP,2020-04-18 03:23:04,31.6,131.37,73.4,28,40,24.16
288,Waipawa,NZ,2020-04-18 03:23:04,-41.41,175.52,64.4,59,1,17.22
289,Ust-Barguzin,RU,2020-04-18 03:23:04,53.45,108.98,37.76,64,87,7.25
290,Maua,BR,2020-04-18 03:23:05,-23.67,-46.46,60.8,82,20,9.17
291,Raychikhinsk,RU,2020-04-18 03:23:05,49.78,129.41,55.67,35,32,9.57
292,Klaksvik,FO,2020-04-18 03:23:05,62.23,-6.59,41.0,86,0,6.93
293,General Roca,AR,2020-04-18 03:23:05,-39.03,-67.58,62.6,72,69,5.82
294,Marawi,PH,2020-04-18 03:23:06,8.0,124.29,86.72,37,2,3.96
295,Chalons-En-Champagne,FR,2020-04-18 03:23:06,48.95,4.37,55.4,87,100,8.05
296,Robertsport,LR,2020-04-18 03:20:07,6.75,-11.37,81.0,86,100,8.93
297,Ponta Do Sol,PT,2020-04-18 03:23:07,32.67,-17.1,55.99,66,12,6.64
298,San Francisco,US,2020-04-18 03:21:23,37.77,-122.42,55.99,66,75,10.29
299,Juruti,BR,2020-04-18 03:23:08,-2.15,-56.09,75.94,91,100,6.38
300,Vilyuysk,RU,2020-04-18 03:23:08,63.76,121.62,12.76,89,91,9.71
301,Kavaratti,IN,2020-04-18 03:19:42,10.57,72.64,84.72,68,96,3.78
302,Macomb,US,2020-04-18 03:19:04,40.46,-90.67,36.0,80,1,9.17
303,Nuuk,GL,2020-04-18 03:23:09,64.18,-51.72,24.8,79,100,6.93
304,Black Diamond,US,2020-04-18 03:23:09,47.31,-122.0,64.0,43,100,1.25
305,Belaya Gora,RU,2020-04-18 03:23:10,68.53,146.42,3.6,89,79,5.99
